BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202210,12,1039,202210,12,1100,173555,1056253,WISCONSIN,55,2022,October,Thunderstorm Wind,C,133,WAUKESHA,MKX,12-OCT-22 10:39:00,CST-6,12-OCT-22 11:00:00,0,0,0,0,15.00K,0.00K,Public,61.00,EG,,,,,,,,,,1,SE,HARTLAND,1,SW,LAC LA BELLE,43.0925,-88.3398,43.1395,-88.5403,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",A swath of scattered trees uprooted or snapped.,CSV
202210,12,1023,202210,12,1032,173555,1056266,WISCONSIN,55,2022,October,Thunderstorm Wind,C,55,JEFFERSON,MKX,12-OCT-22 10:23:00,CST-6,12-OCT-22 10:32:00,0,0,0,0,12.00K,0.00K,NWS Storm Survey,50.00,EG,,,,,,,,,,1,SW,JOHNSON CREEK,1,SE,JOHNSON CREEK,43.0717,-88.7839,43.0725,-88.7601,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",A swath of numerous branches down in the southern portion of Johnson Creek.,CSV
202210,1,0,202210,31,2359,175056,1061184,WISCONSIN,55,2022,October,Drought,Z,2,BAYFIELD,DLH,01-OCT-22 00:00:00,CST-6,31-OCT-22 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Drought conditions across northwestern Wisconsin during the month of October were fairly steady state with just a slight expansion of D2 Severe Drought near Chequamegon Bay during the middle of the month. Overall, precipitation was only about 25-50% of normal for the month, but no significant expansion of D2 Severe Drought was observed across the region.",Dry conditions persisted across Bayfield County during the month of October. Just under an inch of precipitation was recorded for the month at the Ashland airport which was nearly two inches below normal. Despite this only minor expansion of D2 Severe Drought was seen with the update on the 11th. The area of D2 Severe Drought was confined to the US2 corridor. No further changes were noted over the remainder of the month.,CSV
202210,1,0,202210,31,2359,175056,1061185,WISCONSIN,55,2022,October,Drought,Z,1,DOUGLAS,DLH,01-OCT-22 00:00:00,CST-6,31-OCT-22 23:59:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Drought conditions across northwestern Wisconsin during the month of October were fairly steady state with just a slight expansion of D2 Severe Drought near Chequamegon Bay during the middle of the month. Overall, precipitation was only about 25-50% of normal for the month, but no significant expansion of D2 Severe Drought was observed across the region.","D2 Severe Drought conditions continued to be seen across much of the northern half of Douglas County through the month of October. With the update on the 4th, the area of D2 Severe Drought extended to the western county border and into Minnesota. Rainfall was only around 25 percent of normal across the county during the month, but no other changes in the drought status were observed over the remainder of the month.",CSV
202210,12,1048,202210,12,1050,173555,1053435,WISCONSIN,55,2022,October,Tornado,C,133,WAUKESHA,MKX,12-OCT-22 10:48:00,CST-6,12-OCT-22 10:50:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.61,50,,,,,1,E,NASHOTAH,1,W,HARTLAND,43.1017,-88.3812,43.1011,-88.3691,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.","Short lived, weak tornado lofted considerable leaf debris.  Multiple public reports of a funnel and debris in the air heading eastbound on Highway 16 east of Highway C and near the intersection of Highways 16 and 83.",CSV
202210,12,1117,202210,12,1127,173555,1053436,WISCONSIN,55,2022,October,Tornado,C,79,MILWAUKEE,MKX,12-OCT-22 11:17:00,CST-6,12-OCT-22 11:27:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,3.07,40,,,,,2,S,MILWAUKEE COUNTY ZOO,1,SW,WEST ALLIS,43.0062,-88.0434,42.991,-87.9863,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Damage was mainly to trees with one large weeping willow tree being uprooted and many other hardwood trees having been topped off.  This tornado was caught on security camera near 90th and Beecher St.,CSV
202210,12,1117,202210,12,1123,173555,1053437,WISCONSIN,55,2022,October,Tornado,C,127,WALWORTH,MKX,12-OCT-22 11:17:00,CST-6,12-OCT-22 11:23:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,2.43,40,,,,,2,S,LAKE GENEVA PLYBY AR,3,NNE,PELL LAKE,42.5956,-88.377,42.5741,-88.3391,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",The tornado path started at the cemetery south of State Road 50 and tracked to the southeast toward Lake Ivanhoe.,CSV
202210,12,1120,202210,12,1124,173555,1053439,WISCONSIN,55,2022,October,Tornado,C,101,RACINE,MKX,12-OCT-22 11:20:00,CST-6,12-OCT-22 11:24:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,3.97,25,,,,,1,SW,BURLINGTON,2,SSE,BROWNS LAKE,42.6596,-88.2872,42.6358,-88.216,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Minor damage was found along the path.  Tornado determination was supported by multiple eyewitness reports and a tornadic debris signature on radar.,CSV
202210,12,841,202210,12,841,173555,1056242,WISCONSIN,55,2022,October,Thunderstorm Wind,C,77,MARQUETTE,MKX,12-OCT-22 08:41:00,CST-6,12-OCT-22 08:41:00,0,0,0,0,1.00K,0.00K,Public,50.00,EG,,,,,,,,,,1,SW,MONTELLO,1,SW,MONTELLO,43.79,-89.33,43.79,-89.33,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Several large branches down and a patio table and chairs blown over.,CSV
202210,12,1147,202210,12,1151,173555,1056269,WISCONSIN,55,2022,October,Thunderstorm Wind,C,101,RACINE,MKX,12-OCT-22 11:47:00,CST-6,12-OCT-22 11:51:00,0,0,0,0,4.00K,0.00K,Public,50.00,EG,,,,,,,,,,1,W,HORLICK RACINE ARPT,1,W,HORLICK RACINE ARPT,42.75,-87.83,42.75,-87.83,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Trees and large branches down.,CSV
202210,12,1124,202210,12,1127,173555,1056271,WISCONSIN,55,2022,October,Thunderstorm Wind,C,101,RACINE,MKX,12-OCT-22 11:24:00,CST-6,12-OCT-22 11:27:00,0,0,0,0,5.00K,0.00K,Public,50.00,EG,,,,,,,,,,1,SW,BROWNS LAKE,1,SW,BROWNS LAKE,42.66,-88.25,42.66,-88.25,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Several large trees down and roof damage on a nearby barn.,CSV
202210,12,1134,202210,12,1134,173555,1056272,WISCONSIN,55,2022,October,Thunderstorm Wind,C,79,MILWAUKEE,MKX,12-OCT-22 11:34:00,CST-6,12-OCT-22 11:34:00,0,0,0,0,0.00K,0.00K,ASOS,51.00,MG,,,,,,,,,,0,N,(MKE)MITCHELL APT MI,0,N,(MKE)MITCHELL APT MI,42.95,-87.9,42.95,-87.9,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Peak wind gust at General Mitchell International Airport.,CSV
202210,12,1129,202210,12,1129,173555,1056273,WISCONSIN,55,2022,October,Thunderstorm Wind,C,79,MILWAUKEE,MKX,12-OCT-22 11:29:00,CST-6,12-OCT-22 11:29:00,0,0,0,0,7.00K,0.00K,Public,63.00,MG,,,,,,,,,,0,N,CUDAHY,0,N,CUDAHY,42.95,-87.85,42.95,-87.85,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Many trees and branches down.,CSV
202210,12,1013,202210,12,1014,173555,1053432,WISCONSIN,55,2022,October,Tornado,C,55,JEFFERSON,MKX,12-OCT-22 10:13:00,CST-6,12-OCT-22 10:14:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.48,25,,,,,3,NNW,GRELLTON,3,NNW,GRELLTON,43.1746,-88.8006,43.1719,-88.7919,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Path was initially observed using the combination of radar data and Sentinel satellite data.  The following ground survey found the damage to a few trees with the main path going through a yet to be combined corn field.,CSV
202210,12,1018,202210,12,1019,173555,1053433,WISCONSIN,55,2022,October,Tornado,C,55,JEFFERSON,MKX,12-OCT-22 10:18:00,CST-6,12-OCT-22 10:19:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.44,25,,,,,2,E,AZTALAN,2,WSW,JOHNSON CREEK,43.0757,-88.8178,43.074,-88.8093,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Path was initially found using a combination of radar data and Sentinel satellite information.  Ensuing ground survey found the entry and exit points of the damage to a yet to be combined corn field along with some minor tree damage at the beginning of the path.,CSV
202210,12,1042,202210,12,1043,173555,1053434,WISCONSIN,55,2022,October,Tornado,C,55,JEFFERSON,MKX,12-OCT-22 10:42:00,CST-6,12-OCT-22 10:43:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.79,25,,,,,3,NNE,OAK HILL,3,NE,OAK HILL,42.9654,-88.5854,42.96,-88.5717,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Path initially detected by a combination of radar data and Sentinel satellite information.  Ensuing ground survey found the damage path through a yet to be combined corn field with damage points to a horse fence along with some minor tree damage.,CSV
202210,12,1036,202210,12,1039,173555,1056267,WISCONSIN,55,2022,October,Thunderstorm Wind,C,127,WALWORTH,MKX,12-OCT-22 10:36:00,CST-6,12-OCT-22 10:39:00,0,0,0,0,7.00K,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,1,NW,WHITEWATER,1,NW,WHITEWATER,42.84,-88.74,42.84,-88.74,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",Several trees and power lines down.,CSV
202210,12,1053,202210,12,1057,173555,1056268,WISCONSIN,55,2022,October,Thunderstorm Wind,C,127,WALWORTH,MKX,12-OCT-22 10:53:00,CST-6,12-OCT-22 10:57:00,0,0,0,0,6.00K,0.00K,Fire Department/Rescue,52.00,EG,,,,,,,,,,3,ENE,RICHMOND,3,ENE,RICHMOND,42.73,-88.68,42.73,-88.68,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",An uprooted tree on a house and a pier on Turtle Lake ripped up.,CSV
202210,12,1130,202210,12,1142,173555,1056274,WISCONSIN,55,2022,October,Thunderstorm Wind,C,79,MILWAUKEE,MKX,12-OCT-22 11:30:00,CST-6,12-OCT-22 11:42:00,0,0,0,0,8.00K,0.00K,Public,50.00,EG,,,,,,,,,,2,SE,WEST ALLIS,2,W,ST FRANCIS,42.9725,-87.9397,42.9698,-87.8799,"A cold front moving through southern Wisconsin was the focus for tornadic development through the lunch hour.  Temperatures and dew points rose enough in the late morning to help fuel the strengthening of the rain along the front.  There were numerous tornadic debris signatures that developed, many of which appeared to be extremely brief which did no damage outside of lofting leaves into the air.  The main tornado for this event was the one that went through West Allis which mainly did tree damage as it came through.  No lightning was observed through this event.",A swath of scattered tree limbs down.,CSV
202201,1,0,202201,11,600,166131,1004442,WISCONSIN,55,2022,January,Drought,Z,4,IRON,DLH,01-JAN-22 00:00:00,CST-6,11-JAN-22 06:00:00,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"Drought conditions remained in place to begin January across much of northwestern Wisconsin. The worst areas were along the Bayfield Peninsula and areas near Chequamegon Bay, where D2 Severe Drought persisted. Precipitation overall was generally near to below normal, but deep snowpack and precipitation at the end of December and beginning of January led to the removal of all of the areas of D2 Severe Drought by the middle of the month.","The far northern reaches of Iron County remained in D2 Severe Drought to begin the month. Precipitation for the month ended up near to below normal, but a deep snowpack and precipitation at the end of December and beginning of January led to the removal of D2 Severe Drought over the area with the update on the 11th, leaving D1 Moderate Drought conditions across the entirety of the county.",CSV
202201,10,635,202201,10,835,165034,996615,WISCONSIN,55,2022,January,Cold/Wind Chill,Z,5,VILAS,GRB,10-JAN-22 06:35:00,CST-6,10-JAN-22 08:35:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,A surge of arctic air allowed morning low temperatures to fall to -10��F to -20��F on Monday (1/10).  The combination of the bitter cold and gusty northwesterly winds of 10 to 20 mph created wind chills of -35��F to -41��F across portions of north-central and central Wisconsin.,Low temperatures fell to -15 to -20 degrees during the morning of January 10th. The combination of the bitter cold and gusty northwesterly winds created wind chills of -35 to -38 degrees.,CSV
202201,10,605,202201,10,805,165034,996617,WISCONSIN,55,2022,January,Cold/Wind Chill,Z,10,ONEIDA,GRB,10-JAN-22 06:05:00,CST-6,10-JAN-22 08:05:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,A surge of arctic air allowed morning low temperatures to fall to -10��F to -20��F on Monday (1/10).  The combination of the bitter cold and gusty northwesterly winds of 10 to 20 mph created wind chills of -35��F to -41��F across portions of north-central and central Wisconsin.,Low temperatures fell to -15 to -20 degrees during the morning of January 10th. The combination of the bitter cold and gusty northwesterly winds created wind chills of -35 to -40 degrees.,CSV
202201,10,600,202201,10,900,165034,996620,WISCONSIN,55,2022,January,Cold/Wind Chill,Z,11,FOREST,GRB,10-JAN-22 06:00:00,CST-6,10-JAN-22 09:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,A surge of arctic air allowed morning low temperatures to fall to -10��F to -20��F on Monday (1/10).  The combination of the bitter cold and gusty northwesterly winds of 10 to 20 mph created wind chills of -35��F to -41��F across portions of north-central and central Wisconsin.,Low temperatures fell to -15 to -20 degrees during the morning of January 10th. The combination of the bitter cold and gusty northwesterly winds created wind chills of -35 to -38 degrees.,CSV
